"","ID","HEI","Title-ES","Title-EN","Subtitle-ES","Subtitle-EN","Description-ES","Description-EN","Aplications-ES","Aplications-EN","Photo","Keywords","Contact"
"38",38,"Universidad Nacional Del Sur","Procesos Poliméricos a Medida","Tailored Polymer Processes","DISEÑO DE SÍNTESIS, DEGRADACIÓN Y MODIFICACIÓN POSREACTOR DE POLÍMEROS","MODEL-BASED DESIGN OF POLYMER SYNTHESIS, DEGRADATION AND POST-REACTOR PROCESSES","Desarrollo de modelos ad-hoc de alta fidelidad de procesos de
síntesis, degradación y modificación posreactor de polímeros
Análisis “What-if”
Diseño basado en modelos para la producción de productos con
propiedades predeterminadas
Optimización de condiciones operativas y definición de nuevas
políticas operativas
Modelado matemático de procesos poliméricos para la predicción de
propiedades moleculares de copolímeros
Estimación de parámetros cinéticos
Estudios de simulación, optimización y control de procesos
poliméricos","Development of high-fidelity, ad-hoc models of polymer synthesis,
degradation and post-reactor processes
What-if analysis
Model-based design of processes for tailored product properties
Optimization of process conditions and definition of new operating
policies
Theoretical modeling of the reaction process able to predict the
molecular properties of (co)polymers
Estimation of kinetic parameters
Simulation, optimization and control studies of polymerization
processes","Modelado de procesos de polímeros
Diseño de procesos “a medida”
Optimización de procesos de síntesis
Diseño de modificaciones post-reactor
Análisis de escenarios hipotéticos (what-if)
Predicción de propiedades moleculares
Estudios de simulación de procesos
Estrategias de control de procesos
Optimización de políticas operativas
Apoyo al escalado (scale-up)
Definición de propiedades objetivo del producto
Optimización del diseño de copolímeros","Polymer process modeling
Custom process design
Synthesis process optimization
Post-reactor modification design
Degradation process modeling
What-if scenario analysis
Kinetic parameter estimation
Molecular property prediction
Process simulation studies
Process control strategies
Operational policy optimization
Scale-up support
Product property targeting
Copolymer design optimization","https://drive.google.com/file/d/1ppMWbQov0XjMssGxzHaliDgE2BzmpaX-/view?usp=drive_link","MODELADO DE PROCESOS, OPTIMIZACIÓN DE PROCESOS, MODELADO CINÉTICO / PROCESS MODELING, POLYMER PROCESS OPTIMIZATION, KINETIC MODELING","ott@plapiqui.edu.ar"
"39",39,"Universidad Nacional Del Sur","Polymer Synthesis","Polymer Synthesis","CONTROLLED MACROMOLECULAR SYNTHESIS","CONTROLLED MACROMOLECULAR SYNTHESIS","PLAPIQUI has the following capabilities:
Designing complex macromolecular structures by employing the
latest synthetic methods
Synthesize “tailor-made” polymers
Modify conventional macromolecules for specific applications
Infer structure/properties relationships
Analyze physicochemical properties in a broad scope
Explore new applications
","PLAPIQUI has the following capabilities:
Designing complex macromolecular structures by employing the
latest synthetic methods
Synthesize “tailor-made” polymers
Modify conventional macromolecules for specific applications
Infer structure/properties relationships
Analyze physicochemical properties in a broad scope
Explore new applications
","PLAPIQUI has the following capabilities:
Designing complex macromolecular structures by employing the
latest synthetic methods
Synthesize “tailor-made” polymers
Modify conventional macromolecules for specific applications
Infer structure/properties relationships
Analyze physicochemical properties in a broad scope
Explore new applications
","Custom polymer synthesis
Tailor-made materials
Functional polymer design
Macromolecular modification
Advanced material development
Structure–property optimization
Specialty polymer production
Research and development projects
High-performance materials
Application-driven polymer design
Prototype material development
Innovation in polymer systems
","https://drive.google.com/file/d/1CaAgDD6g_X6wZy5YoXh9rXxJLL-OoSWn/view?usp=drive_link","POLYMER SYNTHESIS, MACROMOLECULAR DESIGN, TAILOR-MADE POLYMERS","ott@plapiqui.edu.ar"
"40",40,"Universidad Nacional Del Sur","Productos Plásticos","Plastic Products","EVALUACIÓN DE PRODUCTOS PLÁSTICOS TERMINADOS","EVALUATION OF FINISHED PLASTIC PRODUCTS","Análisis de lacas, pinturas y revestimientos plásticos aplicados sobre
superficies metálicas y tuberías.
Control de calidad de tubos plásticos, sellos de goma de válvulas y
bridas. Caracterización de desperdicios plásticos para el reciclaje.
Análisis de aditivos.
Metodología:
Espectroscopía infrarroja con transformada de Fourier (FTIR y
micro-FTIR).
Reflectancia total atenuada (ATR)
Calorimetría diferencial de barrido (DSC)
Cromatografía líquida de alta performance (HPLC)
Análisis termogravimétrico (TGA) acoplado con espectroscopia IR
de gases (TGA / IR)
Cromatografía de gases acoplada con espectroscopia de masas
(GC / MS).
Análisis elemental por ICP / OES, ICP / AES
Difractometría de rayos X (XRD, WAXS) y espectrometría de
fluorescencia de rayos X (FRX)
Microscopía óptica (OM), electrónica (SEM, TEM) y de fuerza
atómica (AFM)","Analysis of lacquers, paints and plastic coatings applied on metallic
surfaces and pipes.
Quality control of plastic pipes, rubber seals of valves and flanges.
Characterization of plastic scrap for recycling.
Analysis of additives.
Methodology:
Infrared spectroscopy with Fourier transform (FTIR and micro-FTIR).
Attenuated total reflectance (ATR)
Differential scanning calorimetry (DSC)
High pressure liquid chromatography (HPLC)
Thermogravimetric analysis (TGA) coupled with IR spectroscopy of
gases (TGA/IR)
Gas chromatography coupled with mass spectroscopy (GC/MS).
Elemental analysis by ICP/OES, ICP/AES
X-ray analysis by diffractometry (XRD, WAXS) and X-ray
fluorescence spectrometry (FRX)
Optical (OM), electron (SEM, TEM) and atomic force microscopy
(AFM)
","Ensayos de productos plásticos terminados
Análisis de recubrimientos y pinturas
Control de calidad de tuberías
Evaluación de sellos de caucho
Análisis de aditivos
Evaluación de materiales reciclados
Evaluación de desempeño
Resolución de problemas en producción","Finished plastic product testing
Coating and paint analysis
Pipe quality control
Rubber seal evaluation
Additive analysis
Recycling material assessment
Surface coating characterization
Industrial product validation
Performance evaluation
Material compliance testing
Production troubleshooting
Degradation assessment
Supplier material verification
","https://drive.google.com/file/d/13-yunhBQxgO-W2DrST5rjyQV9XkOh2yV/view?usp=drive_link","EVALUACIÓN DE PRODUCTOS PLÁSTICOS, CONTROL DE CALIDAD, ANÁLISIS DE ADITIVOS / PLASTIC PRODUCT EVALUATION, QUALITY CONTROL, ADDITIVE ANALYSIS","ott@plapiqui.edu.ar"
"41",41,"Universidad Nacional Del Sur","Identificación de Materiales","Materials Identification","SEPARACIÓN E IDENTIFICACIÓN DE COMPONENTES MEDIANTE MÉTODOS FÍSICO-QUÍMICOS","SEPARATION AND IDENTIFICATION OF COMPONENTS BY PHYSICAL AND CHEMICAL METHODS","Identificación de materiales y componentes de una muestra
desconocida, mediante la combinación de varias técnicas analíticas:
Espectroscopía infrarroja con transformada de Fourier (FTIR y
micro-FTIR)
Reflectancia total atenuada (ATR)
Calorimetría diferencial de barrido (DSC)
Análisis termogravimétrico (TGA)
Cromatografía líquida de alta resolución (HPLC)
Cromatografía de gases acoplada con espectroscopía de masas
(GC / MS)
Análisis elemental por ICP / AES e ICP / OES
Análisis de rayos X por difracción (DRX, WAXS) y espectroscopía
de fluorescencia de rayos X (FRX)
Microscopía electrónica (SEM / EDX, TEM)
Análisis de solubilidad selectiva en disolventes","Identification of materials and components of an unknown sample
can be performed combining several analytical techniques:
Infrared spectroscopy with Fourier transform (FTIR and micro-FTIR)
Attenuated total reflectance (ATR)
Differential scanning calorimetry (DSC)
Thermogravimetric analysis (TGA)
High performance liquid chromatography (HPLC)
Gas chromatography coupled with mass spectroscopy (GC/MS)
Elemental analysis by ICP/AES and ICP/OES
X-ray analysis by diffraction (DRX, WAXS) and fluorescence
spectroscopy (FRX)
Electronic microscopy (SEM/EDX, TEM)
Analysis of selective solvents solubility","Identificación de polímeros
Identificación de aditivos
Detección de contaminantes
Análisis de trazas
Análisis de composición química
Análisis elemental
Verificación de control de calidad
Validación de materias primas","Polymer identification
Component separation
Additive identification
Contaminant detection
Trace analysis
Chemical composition analysis
Elemental analysis
Quality control verification
Raw material validation
Product verification","https://drive.google.com/file/d/1a7dZLo1VJPd9sUL3n69bCdB14GcQoKoB/view?usp=drive_link","IDENTIFICACIÓN DE COMPONENTES, TÉCNICAS ANALÍTICAS, ANÁLISIS COMPOSICIONAL / MATERIAL IDENTIFICATION, ANALYTICAL TECHNIQUES, COMPOSITIONAL ANALYSIS","ott@plapiqui.edu.ar"
"42",42,"Universidad Nacional Del Sur","Caracterización de Materiales Plásticos","Plastic Materials Characterization","CARACTERIZACIÓN COMPLETA DE LAS PROPIEDADES FÍSICAS Y QUÍMICAS DE POLÍMEROS","COMPLETE CHARACTERIZATION OF POLYMER PHYSICOCHEMICAL PROPERTIES","Identificación y caracterización de materiales poliméricos
Separación de componentes y aditivos por métodos fisicoquímicos:
identificación y análisis cuantitativo
Evaluación del grado de reticulación de gomas, adhesivos y diversos
materiales reticulados
Estudios de la relación entre las propiedades finales de materiales
plásticos / estructura / procesamiento
Análisis de fallas de materiales plásticos
","Identification and characterization of polymeric materials
Separation of components and additives by physicochemical
methods: identification and quantitative analysis
Evaluation of the degree of cross-linking of gums, adhesives and
various cross-linked materials
Studies of the relationship between the final properties of plastic
materials / structure / processing
Failure analysis of plastic materials","Identificación de polímeros
Análisis de aditivos
Evaluación del entrecruzamiento
Correlación estructura–propiedad
Optimización del procesamiento
Ensayos de control de calidad
Estudios comparativos de materiales
Apoyo al desarrollo de productos
Diagnóstico de fallas
Verificación de materias primas
Resolución de problemas industriales
","Polymer identification
Additive análisis
Crosslinking evaluation
Structure–property correlation
Processing optimization
Quality control testing
Material comparison studies
Reverse engineering
Product development support
Failure diagnosis
Raw material verification
Industrial troubleshooting
Research and development support","https://drive.google.com/file/d/1iUtqjZYNbX5DZ_fz-hTKRphpmSTXhduN/view?usp=drive_link","CARACTERIZACIÓN DE MATERIALES POLÍMÉRICOS, IDENTIFICACIÓN DE POLÍMEROS RELACIÓN ESTRUCTURAPROPIEDAD / POLYMER CHARACTERIZATION, MATERIAL IDENTIFICATION, STRUCTUREPROPERTY RELATIONSHIP","ott@plapiqui.edu.ar"
"43",43,"Universidad Nacional Del Sur","Materiales de Envases Flexibles","Flexible Packaging Materials","EVALUACIÓN DEL COMPORTAMIENTO Y ANÁLISIS DE FALLAS DE MATERIALES PARA ENVASES FLEXIBLES","PERFORMANCE AND FAILURE ANALYSIS OF POLYMERIC PACKAGING MATERIALS","Evaluación de las propiedades mecánicas y de barrera a los gases
de los materiales de envases y embalajes bajo diferentes
condiciones de humedad y temperatura.
Análisis de defectos y contaminaciones.
Estructuras multicapas: identificación y grosor de cada capa en
materiales de envases y etiquetas.
Peeling de aluminio.
Evaluación de plastificantes, adhesivos y cargas.
Migración de aditivos a superficies de películas y laminados.
Estudio de barnices y tintas de impresión: identificación de
componentes.
Resistencia a agentes químicos.
Problemas y fallas de impresión.
Análisis de componentes de tintas y barnices de imprenta.
Caracterización de la resistencia del sello.
Evaluación de hot melts.
Contenido y migración global y específica de aditivos, elementos y
metales pesados en materiales de envase.","Mechanical and gas barrier properties evaluation of packaging
materials under different humidity and temperature conditions
Defects and contamination analysis
Multilayer structures: identification and thickness of each layer in
packaging materials and labels
Peeling of aluminum
Evaluation of plasticizers, adhesives and fillers
Migration of additives to surfaces of films and laminates
Study of varnishes and printing inks: identification of components
Resistance to chemical agents
Printing problems and failures
Analysis of components of printing inks and varnishes
Seal strength characterization
Hot melts evaluation
Global and specific migration of additives, elements and heavy
metals
","Envases flexibles para alimentos
Películas multicapa
Estructuras laminadas
Materiales de envase impresos
Evaluación de vida útil
Ensayo de integridad del sellado
Ensayo de cumplimiento de migración
Desempeño de adhesivos
Ensayos de propiedades barrera
Control de calidad en envases
Diagnóstico de fallas en laminados","Flexible food packaging
Beverage packaging
Pharmaceutical packaging
Cosmetic packaging
Multilayer films
Laminated structures
Printed packaging materials
Shelf-life evaluation
Seal integrity testing
Migration compliance testing
Adhesive performance
Barrier performance testing
Quality control in packaging
Failure diagnosis in laminates
Regulatory compliance assessment","https://drive.google.com/file/d/141h36xm6UivdJTmvehi_W0j6bFtTjjkZ/view?usp=drive_link","ENVASES FLEXIBLES, ANÁLISIS DE FALLAS, EVALUACIÓN DE PROPIEDADES DE BARRERA / FLEXIBLE PACKAGING, FAILURE ANALYSIS, BARRIER PERFORMANCE","ott@plapiqui.edu.ar"
"44",44,"Universidad Nacional Del Sur","Análisis de Fallas y Contaminaciones","Failure and Contamination Analysis","EVALUACIÓN DE PELÍCULAS, LÁMINAS Y PIEZAS DE POLÍMEROS, MEZCLAS Y COMPUESTOS","EVALUATION OF POLYMERS, BLENDS, COMPOSITES, FILMS AND LAMINATES","Diversas técnicas analíticas complejas pueden combinarse para
evaluar las causas y prevenir las fallas y contaminaciones de
productos plásticos:
Microscopía óptica con platina calefactora y sistema automático de
análisis de imágenes (modos de transmisión, reflexión y luz
polarizada)
Microscopía electrónica de barrido con microanálisis elemental
(SEM / EDX)
Microscopía electrónica de transmisión (TEM), incluyendo la
preparación de secciones delgadas por crio-ultramicrotomía
Espectroscopía infrarroja con transformada de Fourier (FTIR, microFTIR) y reflectancia total atenuada (ATR)
Microscopía de Fuerza Atómica (AFM)
Calorimetría diferencial de barrido (DSC)
Análisis termogravimétrico (TGA)
Cromatografía de permeación de gel (GPC)","Many complex analytical techniques may be combined to asses the
causes and prevention of failures and contamination of plastic
products:
Optical microscopy with hot stage and automatic image analysis
system (transmission, reflexion and polarized light modes)
Scanning electron microscopy with elemental microanalysis (SEM /
EDX)
Transmission electron microscopy (TEM) including preparation of
thin sections by cryo-ultramicrotomy
Infrared spectroscopy with Fourier transform (FTIR, micro-FTIR) and
attenuated total reflectance (ATR)
Atomic force microscopy (AFM)
Differential scanning calorimetry (DSC)
Thermogravimetric analysis (TGA)
Gel permeation chromatography (GPC)","Fallas en servicio
Identificación de materiales
Degradación térmica
Defectos de procesamiento","Service failures
Polymer contamination
Material identification
Thermal degradation
Processing defects","https://drive.google.com/file/d/1NDC5W0NOXIE0ojl8HnP5SzNnYozmDI4o/view?usp=drive_link","ANÁLISIS DE FALLAS, CARACTERIZACIÓN AVANZADA, EVALUACIÓN DE PRODUCTOS PLÁSTICOS / FAILURE ANALYSIS, ADVANCED CHARACTERIZATION, POLYMER CONTAMINATION","ott@plapiqui.edu.ar"
"45",45,"Universidad Nacional De Río Negro","SEMMIOTICAR","SEMMIOTICAR","Abordaje integral para medir, monitorear y remediar la contaminación por MP","Comprehensive approach to measuring and remedying microplastic pollution","La motivación principal del proyecto es dar una respuesta a un problema socio-ambiental: la contaminación por microplásticos (MP). El trabajo interdisciplinario en RED de grupos del CONICET reúne las capacidades individuales del INN, INQUIMAE, CITAAC, IIDyPCa y CIEMEP, vinculándolas conceptual, operativa y metodológicamente para describir, monitorear y remediar esta contaminación.
Se propone desarrollar dispositivos basados en microfluídica con trampas para retener MP en suspensión y conjuntamente se utilizarán dos estrategias para caracterizar tamaño, prevalencia y morfología: 1) fotosensor de imágenes CMOS, 2) sensores para medir impedancia compleja (INN). La utilización de los dispositivos permitiría ampliar la capacidad de evaluación y monitoreo en tiempo real -comunicación IoT-. La información recogida servirá para mapeo, diagnóstico en la zona de influencia de esta red; esta etapa incluye algoritmos de aprendizaje automático para análisis de imágenes obtenidas con el sensor óptico (IIDyPCa, INN, CIEMEP y CITAAC). Como estrategias de remediación, se desarrollarán e implementarán materiales del tipo membrana selectiva y absorbentes o nanomateriales (INQUIMAE, INN)","The main goal of the project is to address a socio-environmental problem: microplastic (MP) pollution. The interdisciplinary work carried out by CONICET groups brings together the individual capabilities of INN, INQUIMAE, CITAAC, IIDyPCa and CIEMEP, linking them conceptually, operationally and methodologically to describe, monitor and remedy this pollution.
The proposal is to develop microfluidic devices with traps to retain MP in suspension; jointly, two strategies will be used to characterise size, prevalence and morphology: 1) CMOS image photosensor, 2) complex impedance sensor (INN). The use of these devices would expand the capacity for real-time assessment and monitoring (IoT communication). The information collected will be used for mapping and diagnosis within the network's area of influence; this stage includes machine learning algorithms for CMOS-images analysis (IIDyPCa, INN, CIEMEP and CITAAC). For the development of remediation strategies, selective membrane and absorbent materials or nanomaterials will be developed and implemented (INQUIMAE, INN).","-Investigación traslacional. SeMMIoTicAR participa activamente en el desarrollo de productos científico-tecnológicos con aplicación concreta.
-Desarrollo de tecnologías emergentes. La contaminación por MP es una problemática global y, en resonancia con ello, la capacidad nacional es más que competente para satisfacer la necesidad de desarrollar e implementar soluciones innovadoras y sostenibles.
-Interacción intersectorial. El proyecto promueve el diálogo para atender demandas sociales, científicas, productivas y ambientales. SeMMIoTicAR será ofrecido como una plataforma para evaluar continua y sistemáticamente la presencia de MP.
-Vinculación y transferencia. SeMMIoTicAR es un producto con alto valor de vinculación y alta competencia a la hora de aportar desarrollos innovadores, creativos y de bajo costo.","-Translational research. SeMMIoTicAR actively participates in the development of scientific and technological products with specific applications.
-Emerging technology development. MP pollution is a global problem and, in line with this, the national capacity is more than competent to meet the need for developing and applying sustainable solutions.
-Intersectoral interaction. The project promotes inter-sectoral dialogues to address social, scientific, productive, and environmental demands. SeMMIoTicAR will be offered as a platform to continuously and systematically assess the presence of MP.
-Liaison and transfer. SeMMIoTicAR is a product with high transfer value and competitiveness in terms of providing innovative, creative, and low-cost developments.","https://drive.google.com/file/d/16zY0fsWXZwZMmzUBTuNAZ_z4Q-dcL2b3/view","MICROPLÁSTICOS, INTERDISCIPLINA, INVESTIGACIÓN TRASLACIONAL / MICROPLASTICS, INTERDISCIPLINARY, TRANSLATIONAL RESEARCH","mpaweluca@unrn.edu.ar; jarribas@unrn.edu.ar; victoriarosatosiri@gmail.com"
"46",46,"Universidad Nacional De Córdoba","Capacidad de procesamiento y formulación de mezclas poliméricas","Polymer blend processing and formulation capabilities","Desarrollo y optimización de compuestos poliméricos a escala de laboratorio y piloto","Development and optimization of polymer compounds at laboratory and pilot scale","Contamos con conocimiento técnico y capacidades experimentales para la formulación y obtención de materiales poliméricos compuestos mediante mezclas de polímeros provenientes de distintas fuentes. Trabajamos a escala de laboratorio y piloto utilizando procesos como extrusión, laminado y prensado, permitiendo el desarrollo, optimización y validación de nuevos materiales con propiedades específicas según la aplicación.","We have technical expertise and experimental capabilities for the formulation and production of composite polymeric materials through blends of polymers from different sources. We work at laboratory and pilot scale using processes such as extrusion, lamination, and pressing, enabling the development, optimization, and validation of new materials with properties tailored to specific applications.","Desarrollo de materiales compuestos para envases y embalajes.
Valorización y reformulación de plásticos reciclados.
Diseño de polímeros con propiedades mecánicas o térmicas específicas.","Development of composite materials for packaging applications.
Upcycling and reformulation of recycled plastics.
Design of polymers with specific mechanical or thermal properties.","https://www.google.com/imgres?imgurl=https\%3A\%2F\%2Fwww.husyca.com\%2Fwp-content\%2Fuploads\%2F2022\%2F12\%2Fextrusora-de-plastico-scaled.jpg\&tbnid=u8EyuFG8FGvNrM\&vet=1\&imgrefurl=https\%3A\%2F\%2Fwww.husyca.com\%2Fque-es-una-extrusora-de-plastico\%2F\&docid=9reBuL_hzY0EYM\&w=2560\&h=1696\&source=sh\%2Fx\%2Fim\%2Fm1\%2F0\&kgs=430db294645225d7","Procesamiento, extrusión, oprimización","Raquel Martini - raquel.martini@unc.edu.ar"
"47",47,"Universidad Nacional De Córdoba","Capacidad de caracterización integral de polímeros","Comprehensive polymer characterization capability","Caracterización fisicoquímica, térmica, mecánica y morfológica de polímeros","Physicochemical, thermal, mechanical and morphological characterization of polymers","Contamos con capacidades experimentales, investigadores y persona técnico especializado para realizar ensayos de caracterización de materiales poliméricos; análisis de datos; modelado de fenómenos fisicoquímicos.","We have experimental capabilities, researchers and specialized technical personnel to perform characterization tests of polymeric materials; data analysis; modeling of physicochemical phenomena.","Análisis de calidad de plásticos; análisis de desempeño de plásticos; evaluación y optimización de propiedades finales de materiales poliméricos y mezclas en diversos campos (envasado, construcción, biomedicina, etc.)","Quality analysis of plastics; performance analysis of plastics; evaluation and optimization of final properties of polymeric materials and blends in various fields (packaging, construction, biomedicine, etc.)","https://www.instron.com/wp-content/uploads/2024/06/ave-2-non-contacting-video-extensometer706x529.jpg",NA,"raquel.martini@unc.edu.ar"
"48",48,"Universidad Nacional De Córdoba","Capacidad de procesamiento de polímeros con fluidos a alta presión","Polymer processing capability with high-pressure fluids","Modificación de propiedades de polímeros mediante fluidos supercríticos","Modification of polymer properties using supercritical fluids","Contamos con conocimientos, experiencia y capacidad experimental para el procesamiento de materiales poliméricos con CO2 supercrítico para modificar su estructura, cristalinidad, porosidad, etc. y para incorporación de aditivos y agentes activos.","We have the knowledge, experience, and experimental capacity to process polymeric materials with supercritical CO2 to modify their structure, crystallinity, porosity, etc., and to incorporate additives and active agents.","Materiales porosos, aerogeles, películas activas para envasado de alimentos, biomateriales, liberación controlada de principios activos; coloreado y teñido de fibras sin utilización de agua.","Porous materials, aerogels, active films for food packaging, biomaterials, controlled release of active ingredients, water-free coloring and dyeing of fibers.","https://i0.wp.com/textilelearner.net/wp-content/uploads/2024/12/Supercritical-Fluids-in-the-Textile-Industry.jpg?fit=600\%2C355\&ssl=1",NA,"laura.goni@unc.edu.ar ; nicolas.ganan@unc.edu.ar"
"49",49,"Universidad Nacional De Colombia","Diseño para la sostenibilidad","Design for sustainability","Desarrollo de productos y procesos sostenibles","Development of sustainable products and processes","Esta capacidad se enfoca en integrar la sostenibilidad desde las etapas iniciales del diseño de productos y procesos químicos. Acompañamos a las empresas en el diseño, desarrollo y optimización de productos y procesos que minimicen su impacto ambiental y social, y permitan un rédito económico a lo largo de todo su ciclo de vida. A través de metodologías de ecodiseño, análisis de ciclo de vida (ACV) simplificado y selección de materiales de bajo impacto, buscamos generar soluciones innovadoras y responsables. La experiencia abarca desde la conceptualización hasta la implementación, considerando el uso de materias primas renovables, la eficiencia en el uso de los recursos, la reducción de residuos, la reciclabilidad, la durabilidad y la minimización del uso y generación de sustancias peligrosas, alineando los objetivos de negocio con las demandas de una economía más sostenible.","This capability focuses on integrating sustainability from the initial design stages of chemical products and processes. We support companies in the design, development, and optimization of products and processes that minimize their environmental and social impact, while ensuring economic profitability throughout their entire life cycle. Through ecodesign methodologies, simplified life cycle assessment (LCA), and the selection of low-impact materials, we seek to generate innovative and responsible solutions. Our expertise ranges from conceptualization to implementation, considering the use of renewable raw materials, resource efficiency, waste reduction, recyclability, durability, and minimizing the use and generation of hazardous substances, thereby aligning business objectives with the demands of a more sustainable economy.","Diseño y desarrollo de productos biobasados
Rediseño de productos 
Diseño y desarrollo de procesos químicos
Optimización de procesos químicos
Selección de materiales sostenibles 
Formación de equipos en metodologías de ecodiseño","Design and development of bio-based products
Product redesign
Design and development of chemical processes
Optimization of chemical processes
Selection of sustainable materials
Team training in ecodesign methodologies","https://drive.google.com/file/d/1F8THUUZnXkF9rPz3CNlEPcfyr3yvjEQZ/view?usp=sharing","Ecodiseño, ciclo de vida, sostenibilidad Ecodesign, life cycle, sustainability","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"50",50,"Universidad Nacional De Colombia","Evaluación de circularidad","Circularity assessment","Evaluación de circularidad en procesos y productos","Circularity assessment in process and products","Esta capacidad se centra en analizar y cuantificar qué tan circular es un producto, proceso u organización. Utilizando métricas e indicadores estandarizados, se realiza un diagnóstico completo de los flujos de materiales y energía. El objetivo es identificar los puntos críticos de pérdida de valor y las oportunidades para implementar estrategias de economía circular, como la reutilización, la reparación, la remanufactura y el reciclaje. Proveemos un análisis detallado que permite a las empresas entender su punto de partida, establecer objetivos de mejora, tomar decisiones informadas para cerrar ciclos y comunicar su desempeño en circularidad de manera transparente y creíble.","This capability focuses on analyzing and quantifying how circular a product, process, or organization is. Using standardized metrics and indicators, a complete diagnosis of material and energy flows is performed. The goal is to identify critical points of value loss and opportunities to implement circular economy strategies, such as reuse, repair, remanufacturing, and recycling. We provide a detailed analysis that allows companies to understand their starting point, set improvement goals, make informed decisions to close loops, and communicate their circularity performance transparently and credibly.","Evaluación de circularidad de un producto específico
Análisis de flujos de residuos 
Evaluación de modelos de negocio 
Comparación de la circularidad entre diferentes soluciones.
Soporte para reportes de sostenibilidad","Circularity assessment of a specific product
Analysis of waste streams 
Evaluation of business models 
Comparison of circularity between different solutions.
Support for sustainability reports","https://drive.google.com/file/d/17XWKXecI5xUIxABKS0zXll8t0GPTPw9-/view?usp=sharing","Economía circular, métrica, diagnóstico Circular economy, metrics, assessment","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"51",51,"Universidad Nacional De Colombia","Análisis de sostenibilidad","Sustainability analysis","Evaluación integral del impacto ambiental, social y económico.","Comprehensive assessment of environmental, social, and economic impact.","Esta capacidad ofrece una evaluación holística de la sostenibilidad de productos, servicios u organizaciones, abarcando sus tres dimensiones: ambiental, social y económica. Esta capacidad permite a las organizaciones identificar sus principales impactos, gestionar riesgos, encontrar oportunidades de mejora, cumplir con regulaciones y comunicar su desempeño a los grupos de interés (clientes, inversores, comunidad) de forma rigurosa y estandarizada.","This capability offers a holistic sustainability assessment of products, services, or organizations, covering its three dimensions: environmental, social, and economic. This capability allows organizations to identify their main impacts, manage risks, find improvement opportunities, comply with regulations, and communicate their performance to stakeholders (customers, investors, community) in a rigorous and standardized manner.","Huella de carbono de un producto o empresa
Análisis comparativo de impacto ambiental entre diferentes alternativas
Identificación de puntos críticos 
Soporte para certificaciones ambientales 
Evaluación del impacto social en la cadena de suministro","Carbon footprint of a product or company
Comparative environmental impact analysis between different alternatives
Identification of hotspots
Support for environmental certifications 
Evaluation of social impact in the supply chain","https://drive.google.com/file/d/1bciBCsJ5VMSyS8x4Gc2COsxFaWRB58Lu/view?usp=sharing","Análisis de Ciclo de Vida, huella de carbono, impacto ambiental Life Cycle Assessment, carbon footprint, environmental impact","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"52",52,"Universidad Nacional De Colombia","Caracterización mecánica y térmica de polímeros","Mechanical and thermal characterization of polymers","Análisis integral de propiedades mecánicas y térmicas","Integral analysis of mechanical and thermal","Esta capacidad integra un conjunto de procedimientos estandarizados y adaptados para ofrecer una caracterización completa del comportamiento de los materiales poliméricos. Se evalúa el rendimiento mecánico (tensión, flexión, compresión, dureza) para validar el diseño y la integridad estructural. En paralelo, mediante análisis térmicos (DSC, TGA), se determina la composición, la estabilidad y las temperaturas de transición clave (fusión, transición vítrea), fundamentales para la ingeniería inversa y el control de calidad. La sinergia entre el análisis mecánico y el térmico permite obtener una comprensión profunda del material, relacionando su estructura y composición con su rendimiento en servicio. Esta capacidad es clave para resolver problemas complejos de análisis de falla, desarrollar formulaciones avanzadas y optimizar materiales vírgenes y reciclados.","This capability integrates a set of standardized and adapted procedures to offer a comprehensive characterization of the behavior of polymeric materials. Mechanical performance (tension, flexion, compression, hardness) is evaluated to validate the design and structural integrity. In parallel, through thermal analyses (DSC, TGA), the composition, stability, and key transition temperatures (melting, glass transition)—fundamental for reverse engineering and quality control—are determined. The synergy between mechanical and thermal analysis provides a deep understanding of the material, correlating its structure and composition with its in-service performance. This capability is key to solving complex failure analysis problems, developing advanced formulations, and optimizing virgin and recycled materials.","Análisis de falla 
Análisis de formulaciones
Control de calidad integral de materia prima
Desarrollo y validación de materiales  reciclados
Estudios de estabilidad térmica y rendimiento mecánico","Failure analysis 
Formulation analysis.
Comprehensive quality control of raw materials 
Development and validation of recycled materials
Thermal stability and mechanical performance studies","https://drive.google.com/file/d/1Ax7Mrn7lqhnOBJG2R6kc7GckZcV20gwa/view?usp=sharing","Caracterización, propiedades mecánicas, análisis térmico Characterization, mechanical properties, thermal analysis","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
