"","ID","HEI","Title-ES","Title-EN","Subtitle-ES","Subtitle-EN","Description-ES","Description-EN","Technical-ES","Technical-EN","Applications-ES","Applications-EN","Photo","Keywords","Contact"
"64",64,"Universidad Nacional De Colombia","Análisis de tamaño de partícula","Particle size analysis","Caracterización de nanopartículas y emulsiones","Characterization of nanoparticles and emulsions","Se determina la distribución del tamaño de partículas en suspensión o emulsión mediante la técnica de dispersión de luz dinámica (DLS). Este análisis es fundamental para el control de calidad de aditivos, cargas, pigmentos y polímeros en emulsión, ya que el tamaño de partícula afecta directamente propiedades como la estabilidad, la apariencia, la reactividad y el rendimiento del producto final. El servicio permite caracterizar materiales en el rango nanométrico y micrométrico.","The size distribution of particles in suspension or emulsion is determined using the dynamic light scattering (DLS) technique. This analysis is fundamental for the quality control of additives, fillers, pigments, and emulsion polymers, as particle size directly affects properties such as stability, appearance, reactivity, and the performance of the final product. The service allows for the characterization of materials in the nanometer and micrometer range.","Tamaño de partícula con un Zetasizer Nano Series de la marca Malvern Panalytical (Inglaterra).","Particle size analysis with a Zetasizer Nano Series from Malvern Panalytical (England).","Cargas y aditivos para polímeros / Pigmentos y colorantes / Polímeros en emulsión (látex) / Nanopartículas para composites / Tintas y recubrimientos / Control de procesos de molienda y homogenización","Fillers and additives for polymers / Pigments and dyes / Emulsion polymers (latex) / Nanoparticles for composites / Inks and coatings / Control of milling and homogenization processes","https://drive.google.com/file/d/1wZZQ-hlcetdurnngBYk1Ql244MoVyETF/view?usp=drive_link","Tamaño de partícula, dispersión de luz, nanopartículas. Particle size, light scattering, nanoparticles.","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"65",65,"Universidad Nacional De Colombia","Análisis cromatográfico","Chromatographic analysis","Separación y cuantificación por HPLC","Separation and quantification by HPLC","Se ofrece el servicio de separación, identificación y cuantificación de componentes en una mezcla mediante cromatografía líquida de alta eficiencia (HPLC). Esta técnica es esencial para determinar la pureza de un compuesto, cuantificar aditivos (como estabilizantes UV, antioxidantes o plastificantes), analizar monómeros residuales y determinar la distribución de peso molecular de los polímeros. Es una herramienta poderosa para el desarrollo de productos, el control de calidad y la ingeniería inversa de formulaciones complejas.","The service of separation, identification, and quantification of components in a mixture is offered using high-performance liquid chromatography (HPLC). This technique is essential for determining the purity of a compound, quantifying additives (such as UV stabilizers, antioxidants, or plasticizers), analyzing residual monomers, and determining the molecular weight distribution of polymers. It is a powerful tool for product development, quality control, and reverse engineering of complex formulations.","Cromatografía líquida de alta eficiencia (HPLC) con un cromatógrafo Nexera de la marca Shimadzu (Japón).","High-performance liquid chromatography (HPLC) with a Shimadzu Nexera chromatograph (Japan).","Análisis de aditivos en polímeros / Determinación de peso molecular / Cuantificación de monómeros y oligómeros / Estudios de pureza / Análisis de degradación de polímeros / Control de calidad de resinas y formulaciones","Analysis of additives in polymers / Molecular weight determination / Quantification of monomers and oligomers / Purity studies / Polymer degradation analysis / Quality control of resins and formulations","https://drive.google.com/file/d/1_5B4EQsVCdUaiE4SJ5-4sjHjK-BbUZsj/view?usp=drive_link","HPLC, cromatografía, peso molecular. HPLC, chromatography, molecular weight.","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"66",66,"Universidad Nacional De Colombia","Propiedades ópticas: color","Optical properties: color","Determinación de color en películas plásticas","Color determination in plastic films","Se realiza la medición cuantitativa del color de películas plásticas para asegurar la consistencia y el cumplimiento de las especificaciones del producto. La evaluación objetiva del color es fundamental en la industria del empaque, bienes de consumo y automotriz, donde la apariencia visual es un atributo de calidad crítico. Este ensayo permite controlar la uniformidad del color entre diferentes lotes de producción, evaluar el efecto de los aditivos y verificar la estabilidad del color después de procesos de envejecimiento.","The quantitative measurement of the color of plastic films is performed to ensure consistency and compliance with product specifications. Objective color evaluation is fundamental in the packaging, consumer goods, and automotive industries, where visual appearance is a critical quality attribute. This test allows for the control of color uniformity between different production batches, the evaluation of the effect of additives, and the verification of color stability after aging processes.","Determinación de color de películas con la norma ASTM D6290. Para esta prueba se emplea un Espectrofotómetro UltraScan VIS de HunterLab (Estados Unidos).","Color determination of films according to the ASTM D6290 standard. For this test, a HunterLab UltraScan VIS spectrophotometer (USA) is used.","Control de calidad para películas de empaque flexible / Industria de masterbatch y pigmentos / Componentes plásticos con requisitos estéticos / Evaluación de la degradación por UV / Verificación de la consistencia del color en plásticos reciclados","Quality control for flexible packaging films / Masterbatch and pigment industry / Plastic components with aesthetic requirements / Evaluation of UV degradation / Verification of color consistency in recycled plastics","https://drive.google.com/file/d/1UfUITQiVTey1gJT7s2T7LO193z2oMKbv/view?usp=drive_link","Colorimetría, control de calidad, ASTM D6290. Colorimetry, quality control, ASTM D6290.","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"67",67,"Universidad Nacional De Colombia","Análisis de composición: contenido de cenizas","Compositional analysis: ash content","Determinación de contenido inorgánico en plásticos","Determination of inorganic content in plastics","Se determina el porcentaje en peso de la carga inorgánica (cenizas) en un material polimérico, de acuerdo con la norma ASTM D5630. El procedimiento consiste en calcinar una muestra a alta temperatura en una mufla para quemar completamente la matriz polimérica, dejando únicamente el residuo inorgánico (ej. fibra de vidrio, talco, cargas minerales). Este ensayo es esencial para verificar la composición de materiales compuestos, controlar la calidad de la materia prima y asegurar que el producto cumple con las especificaciones de formulación.","The weight percentage of inorganic filler (ash) in a polymeric material is determined according to the ASTM D5630 standard. The procedure involves calcining a sample at a high temperature in a muffle furnace to completely burn off the polymer matrix, leaving only the inorganic residue (e.g., glass fiber, talc, mineral fillers). This test is essential for verifying the composition of composite materials, controlling the quality of raw materials, and ensuring the product meets formulation specifications.","Determinación de contenido de cenizas (ASTM D5630). Para esta prueba se emplea una mufla Hoskins Modelo 20406 (Estados Unidos).","Ash content determination (ASTM D5630). For this test, a Hoskins Muffle Furnace, Model 20406 (USA), is used.","Plásticos reforzados con fibra de vidrio o carbono / Polímeros con cargas minerales (talco, carbonato de calcio) / Control de calidad de masterbatch / Verificación de composición en plásticos reciclados / Análisis de aditivos inorgánicos","Glass or carbon fiber reinforced plastics / Polymers with mineral fillers (talc, calcium carbonate) / Quality control of masterbatch / Composition verification in recycled plastics / Analysis of inorganic additives","https://drive.google.com/file/d/1J0XVAk8hmcrv5vLsWXxrx5s50UlosDwh/view?usp=drive_link","Contenido de cenizas, cargas inorgánicas, ASTM D5630.  Ash content, inorganic fillers, ASTM D5630.","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"68",68,"Universidad Nacional De Colombia","Propiedades mecánicas: tensión","Mechanical properties: tension","Ensayo de tracción en plásticos rígidos","Tensile testing of rigid plastics","Se determina la resistencia de un material plástico a una fuerza de estiramiento. Este ensayo proporciona propiedades fundamentales como la resistencia a la tracción, el módulo de elasticidad (rigidez) y el porcentaje de elongación a la rotura. Los resultados son cruciales para el diseño de componentes, la selección de materiales y el control de calidad, asegurando que el material soportará las cargas de tensión esperadas en su aplicación.","The resistance of a plastic material to a pulling force is determined. This test provides fundamental properties such as tensile strength, modulus of elasticity (stiffness), and percentage of elongation at break. The results are crucial for component design, material selection, and quality control, ensuring the material will withstand the expected tensile loads in its application.","Tensión en materiales plásticos (norma ASTM D638). Para esta prueba se emplea la máquina universal Autograph AG-IS de 250kN de la marca Shimadzu (Japón).","Tension in plastic materials (ASTM D638 standard). This test is performed using a 250kN Shimadzu Autograph AG-IS universal testing machine (Japan).","Piezas moldeadas por inyección / Probetas impresas en 3D / Componentes estructurales / Plásticos de ingeniería / Control de calidad de materia prima","Injection molded parts / 3D printed specimens / Structural components / Engineering plastics / Raw material quality control","https://drive.google.com/file/d/1pskMXH-cpg_wPNyfz65-4GimwAYQnNel/view?usp=drive_link","Tensión, resistencia mecánica, ASTM D638. Tensile strength, mechanical resistance, ASTM D638","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"69",69,"Universidad Nacional De Colombia","Propiedades mecánicas: tensión en películas","Mechanical properties: film tension","Ensayo de tracción en películas y láminas delgadas","Tensile testing of thin films and sheeting","Se evalúan las propiedades de tracción de películas y láminas plásticas delgadas. Este ensayo es vital para la industria del empaque, ya que determina la fuerza necesaria para estirar y romper una película. Propiedades como la resistencia a la tracción, el alargamiento y el módulo elástico son críticas para predecir el rendimiento del material durante su procesamiento y uso final, por ejemplo, en máquinas envasadoras o como barrera protectora.","The tensile properties of thin plastic films and sheeting are evaluated. This test is vital for the packaging industry as it determines the force required to stretch and break a film. Properties such as tensile strength, elongation, and elastic modulus are critical for predicting the material's performance during processing and end-use, for example, in packaging machines or as a protective barrier.","Tensión en películas plásticas (norma ASTM D882). Para esta prueba se emplea la máquina universal Autograph AG-IS de 250kN de la marca Shimadzu (Japón).","Tension in plastic films (ASTM D882 standard). This test is performed using a 250kN Shimadzu Autograph AG-IS universal testing machine (Japan).","Películas para empaque flexible / Bolsas y sacos plásticos / Geomembranas y liners / Cintas adhesivas / Películas agrícolas","Flexible packaging films / Plastic bags and sacks / Geomembranes and liners / Adhesive tapes / Agricultural films","https://drive.google.com/file/d/1pskMXH-cpg_wPNyfz65-4GimwAYQnNel/view?usp=drive_link","Tensión, películas plásticas, ASTM D882. Tension, plastic films, ASTM D882","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"70",70,"Universidad Nacional De Colombia","Propiedades mecánicas: flexión","Mechanical properties: flexure","Ensayo de flexión de tres puntos","Three-point bending test","Se determina la rigidez y resistencia de un material plástico cuando es sometido a una fuerza de flexión. El ensayo de flexión de tres puntos mide propiedades como el módulo de flexión (una medida de la rigidez) y la resistencia a la flexión. Es un ensayo fundamental para materiales que serán utilizados en aplicaciones estructurales donde deben soportar cargas sin doblarse ni romperse.","The stiffness and strength of a plastic material when subjected to a bending force are determined. The three-point bending test measures properties such as flexural modulus (a measure of stiffness) and flexural strength. It is a fundamental test for materials that will be used in structural applications where they must support loads without bending or breaking.","Flexión en plásticos (norma ASTM D790). Para esta prueba se emplea la máquina universal Autograph AG-IS de 250kN de la marca Shimadzu (Japón).","Flexure in plastics (ASTM D790 standard). This test is performed using a 250kN Shimadzu Autograph AG-IS universal testing machine Japan).","Componentes estructurales / Soportes y vigas / Carcasas de dispositivos / Plásticos reforzados / Materiales para construcción","Structural components / Supports and beams / Device housings / Reinforced plastics / Construction materials","https://drive.google.com/file/d/1xZXhTF38WvYItOKEu-sNxwOWKnensa5p/view?usp=drive_link","Flexión, rigidez, ASTM D790. Flexure, stiffness, ASTM D790","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"71",71,"Universidad Nacional De Colombia","Propiedades mecánicas: dureza Shore A","Mechanical properties: Shore A hardness","Medición de la dureza en elastómeros y cauchos","Hardness measurement in elastomers and rubbers","Se mide la dureza por indentación de materiales blandos como cauchos, elastómeros y otros polímeros flexibles. La escala Shore A se utiliza para cuantificar la resistencia de un material a ser penetrado por una punta estandarizada bajo una fuerza definida. Es un método rápido y no destructivo, ampliamente utilizado para el control de calidad y la especificación de materiales en la industria.","The indentation hardness of soft materials such as rubbers, elastomers, and other flexible polymers is measured. The Shore A scale is used to quantify a material's resistance to penetration by a standardized indenter under a defined force. It is a fast and non-destructive method widely used for quality control and material specification in the industry.","Dureza en cauchos Shore A (norma ASTM D2240). Para esta prueba se emplea un Durómetro Shore 3120 de la marca Elcometer (Inglaterra).","Hardness in rubbers Shore A (ASTM D2240 standard). This test is performed using an Elcometer 3120 Shore Durometer (England).","Juntas, sellos y O-rings / Rodillos y ruedas de goma / Mangueras y tubos flexibles / Suelas de calzado / Siliconas y elastómeros termoplásticos (TPE)","Gaskets, seals, and O-rings / Rubber rollers and wheels / Flexible hoses and tubes / Shoe soles / Silicones and thermoplastic elastomers (TPEs)","https://drive.google.com/file/d/15e0_48rp0Qn_o1Npk-oAJA3mgdsu1KY8/view?usp=drive_link","Dureza shore A, caucho, ASTM D2240. Shore A hardness, rubber, ASTM D2240","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"72",72,"Universidad Nacional De Colombia","Propiedades físicas: medición de espesor","Physical properties: thickness measurement","Control dimensional de películas y recubrimientos","Dimensional control of films and coatings","Se realiza la medición precisa del espesor de películas plásticas, así como de capas de recubrimientos o pinturas aplicadas sobre un sustrato. El control exacto del espesor es fundamental para garantizar la consistencia del producto, cumplir con las especificaciones de diseño, calcular el rendimiento del material y asegurar el correcto funcionamiento de barreras y protecciones. Se utilizan diferentes técnicas según la naturaleza de la muestra.","The precise measurement of the thickness of plastic films, as well as layers of coatings or paints applied to a substrate, is performed. Accurate thickness control is fundamental to ensure product consistency, meet design specifications, calculate material yield, and ensure the proper functioning of barriers and protections. Different techniques are used depending on the nature of the sample.","Medición de espesores de películas plásticas/recubrimientos/pinturas. Para esta prueba se emplean un micrómetro digital Digimatic Mitutoyo (Estados Unidos), o un Medidor de Espesor de Recubrimiento 456 de la marca Elcometer (Inglaterra).","Thickness measurement of plastic films/coatings/paints. This test is performed using a Mitutoyo Digimatic digital micrometer (USA), or an Elcometer 456 Coating Thickness Gauge (England).","Películas para empaque / Capas de pintura y barniz / Recubrimientos protectores / Control de calidad en procesos de laminación y coextrusión / Hojas y láminas plásticas","Packaging films / Paint and varnish layers / Protective coatings / Quality control in lamination and co-extrusion processes / Plastic sheets and films","https://drive.google.com/file/d/1sfJJXsNy5TK5Tvu_LCWgWECaa37RsCis/view?usp=drive_link","Espesor, control dimensional, recubrimientos. Thickness, dimensional control, coatings","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"73",73,"Universidad Nacional De Colombia","Propiedades mecánicas: compresión","Mechanical properties: compression","Ensayo de compresión en plásticos rígidos","Compression testing of rigid plastics","Se determina el comportamiento de un material plástico bajo fuerzas de aplastamiento. Este ensayo mide propiedades clave como la resistencia a la compresión y el módulo de compresión, que son esenciales para el diseño de componentes que deben soportar cargas y mantener su forma. El ensayo es particularmente importante para materiales celulares (espumas) y para cualquier pieza que funcione como espaciador, soporte o estructura de carga.","The behavior of a plastic material under crushing forces is determined. This test measures key properties such as compressive strength and compressive modulus, which are essential for designing components that must support loads and maintain their shape. The test is particularly important for cellular materials (foams) and for any part that functions as a spacer, support, or load-bearing structure.","Compresión en materiales plásticos (norma ASTM D695). Para esta prueba se emplea la máquina universal Autograph AG-IS de 250kN de la marca Shimadzu (Japón).","Compression in plastic materials (ASTM D695 standard). This test is performed using a 250kN Shimadzu Autograph AG-IS universal testing machine (Japan).","Espumas rígidas / Soportes y aisladores / Componentes estructurales / Tuberías y conductos / Materiales para construcción","Rigid foams / Supports and insulators / Structural components / Pipes and conduits / Construction materials","https://drive.google.com/file/d/1B5H83XlWyiGaAC6oMSwj4rBZj3HgMj5W/view?usp=drive_link","Compresión, resistencia, ASTM D695. Compression, strength, ASTM D695","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"74",74,"Universidad Nacional De Colombia","Análisis térmico: DSC","Thermal analysis: DSC","Calorimetría diferencial de barrido","Differential scanning calorimetry","Se mide el flujo de calor hacia o desde una muestra mientras se somete a un programa de temperatura controlado. Este ensayo permite identificar transiciones térmicas como la temperatura de transición vítrea (Tg), la fusión (Tm) y la cristalización (Tc). Es una técnica fundamental para la identificación de polímeros, el análisis de pureza, el estudio de la cinética de curado y la evaluación de la historia térmica del material.","The heat flow to or from a sample is measured while it is subjected to a controlled temperature program. This test allows for the identification of thermal transitions such as glass transition temperature (Tg), melting (Tm), and crystallization (Tc). It is a fundamental technique for polymer identification, purity analysis, studying curing kinetics, and evaluating the material's thermal history.","Calorimetría diferencial de barrido DSC (norma ASTM D3418-15). Calorímetro Diferencial de Barrido DSC 1 de la marca Mettler Toledo (Suiza).","Differential Scanning Calorimetry DSC (ASTM D3418-15 standard). Mettler Toledo DSC 1 Differential Scanning Calorimeter (Switzerland).","Identificación de termoplásticos / Control de calidad de polímeros reciclados / Determinación del grado de cristalinidad / Estudios de curado en termoestables y adhesivos / Análisis de pureza en fármacos","Identification of thermoplastics / Quality control of recycled polymers / Determination of the degree of crystallinity / Curing studies in thermosets and adhesives / Purity analysis in pharmaceuticals","https://drive.google.com/file/d/1l7CTAF5kgZT4_g0S3UehVFIesFj4tI1R/view?usp=drive_link","DSC, transiciones térmicas, calorimetría. DSC, thermal transitions, calorimetry","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"75",75,"Universidad Nacional De Colombia","Análisis térmico: HP-DSC","Thermal analysis: HP-DSC","Calorimetría diferencial de barrido de alta presión","High-pressure differential scanning calorimetry","Se estudia el comportamiento térmico de los materiales bajo condiciones de presión elevada. Esta técnica es especialmente útil para determinar la estabilidad oxidativa de un material midiendo el Tiempo de Inducción a la Oxidación (OIT). Permite evaluar la eficacia de los antioxidantes en polímeros, aceites y lubricantes, y estudiar reacciones que se ven afectadas por la presión, como el curado de ciertos compuestos.","The thermal behavior of materials under elevated pressure conditions is studied. This technique is particularly useful for determining the oxidative stability of a material by measuring the Oxidation Induction Time (OIT). It allows for the evaluation of the effectiveness of antioxidants in polymers, oils, and lubricants, and for studying reactions that are affected by pressure, such as the curing of certain compounds.","Calorimetría diferencial de barrido de alta presión HPDSC. Para esta prueba se emplea un Calorímetro Diferencial de Barrido de Alta Presión HP DSC 1 de la marca Mettler Toledo (Suiza).","High-Pressure Differential Scanning Calorimetry HPDSC. This test is performed using a Mettler Toledo HP DSC 1 High-Pressure Differential Scanning Calorimeter (Switzerland).","Estabilidad oxidativa de poliolefinas (PE, PP) / Control de calidad de aceites, grasas y lubricantes / Evaluación de aditivos antioxidantes / Estudios de vulcanización de cauchos / Cinética de curado a alta presión","Oxidative stability of polyolefins (PE, PP) / Quality control of oils, fats, and lubricants / Evaluation of antioxidant additives / Vulcanization studies of rubbers / High-pressure curing kinetics","https://drive.google.com/file/d/1m9VW_a9CSyEiTkbiHuqc7aOvH-Mr1kMl/view?usp=drive_link","HP-DSC, estabilidad oxidativa, alta presión HP-DSC, oxidative stability, high pressure","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"76",76,"Universidad Nacional De Colombia","Análisis térmico: TGA","Thermal analysis: TGA","Análisis termogravimétrico","Thermogravimetric analysis","Se mide el cambio en la masa de una muestra a medida que se calienta. Este ensayo es ideal para determinar la composición de un material, cuantificando el contenido de polímero, cargas inorgánicas (como fibra de vidrio o talco), negro de humo y otros aditivos. También permite evaluar la estabilidad térmica de los materiales, determinando la temperatura a la que comienzan a degradarse.","The change in mass of a sample is measured as it is heated. This test is ideal for determining the composition of a material by quantifying the content of polymer, inorganic fillers (such as glass fiber or talc), carbon black, and other additives. It also allows for the evaluation of the thermal stability of materials by determining the temperature at which they begin to degrade","Análisis termogravimétrico TGA (norma ASTM E1131-08). Para esta prueba se emplea un Analizador Termogravimétrico TGA 1 de la marca Mettler Toledo (Suiza).","Thermogravimetric Analysis TGA (ASTM E1131-08 standard). This test is performed using a Mettler Toledo TGA 1 Thermogravimetric Analyzer (Switzerland).","Análisis composicional de plásticos y cauchos / Cuantificación de carga mineral y fibra de vidrio / Determinación de contenido de negro de humo / Estudios de estabilidad térmica y degradación / Contenido de humedad y volátiles","Compositional analysis of plastics and rubbers / Quantification of mineral filler and glass fiber / Determination of carbon black content / Thermal stability and degradation studies / Moisture and volatile content","https://drive.google.com/file/d/1XR_O8C7DLCkGo_PsXJ3u85ZUibBZCWQc/view?usp=drive_link","TGA, termogravimetría, composición. TGA, thermogravimetry, composition","Laboratorio de Ingeniería Química - Universidad Nacional de Colombia - Sede Bogotá          labiq_fiqbog@unal.edu.co          Dirección: Bogotá, Av. Cra 30 N. 45 -03, Edificio 412 oficina 212"
"77",77,"Universidad Central","Ensayo de comportamiento térmico en plásticos","Thermal Behavior Testing in Plastics","Análisis de viscosidad y temperatura en plástico","Viscosity and Temperature Analysis in Plastics","Servicio técnico para analizar el comportamiento térmico de plásticos, mediante ensayos de fluidez, temperatura de fusión y viscosidad. Se evalúa la compatibilidad entre tipos de plástico (PET, PEAD, PEBD, PP, PS, PVC) para obtener una base de resina reciclada útil como insumo sustituto en procesos de fabricación. Ideal para pymes y proyectos de I+D que buscan validar mezclas, mejorar la calidad de sus productos, reducir costos y promover la producción local de subproductos reciclados frente a la materia prima virgen.","Technical service for analyzing the thermal behavior of plastics through melt flow, melting temperature, and viscosity tests. The compatibility between different plastic types (PET, HDPE, LDPE, PP, PS, PVC) is evaluated to obtain a recycled resin base suitable as a substitute input in manufacturing processes. Ideal for SMEs and R\&D projects seeking to validate polymer blends, improve product quality, reduce costs, and promote local production of recycled by-products as an alternative to virgin raw materials","*Trituradora
*Caldera
*Medición de comportamiento térmico, viscosidad, temperatura de fusión
*Horno de inducción
*Horno mufla
*Horno centrífugo
*Equipo Jominy","*Shredder
*Boiler
*Thermal behavior, viscosity, and melting temperature measurement system
*Induction furnace
*Muffle furnace
*Centrifugal furnace
*Jominy testing equipment","Materia prima reciclada para la producción de productos plásticos diversos de construcción, consumo, paquetes y envases, fibras textiles, uso doméstico, entre otros.","Recycled raw material for the production of some plastic products for construction, consumer goods, packaging, containers, textile fibers, and household uses, among others","https://drive.google.com/drive/folders/1-7BYt8Cvk4rtlrImwfRSKfzWbf0CFYxA?usp=sharing","*Valorización *Propiedades *Comportamiento térmico *Valorization *Material properties *Thermal behavior","direccioninvestigacionytc@ucentral.edu.co"
"78",78,"Universidad Central","Microscopia de fuerza atómica (AFM)","Atomic Force Microscopy (AFM)","Ensayo de Microscopía de Fuerza Atómica (AFM) para la calidad de polímeros","Atomic Force Microscopy (AFM) Testing for Polymer Quality","El servicio realiza ensayos de Microscopía de Fuerza Atómica (AFM) para el análisis morfológico y nanomecánico de polímeros, permitiendo evaluar la calidad superficial, rugosidad, adhesión y presencia de contaminantes. Esta técnica apoya la mejora de procesos productivos, el desarrollo de materiales más duraderos y sostenibles, y la detección temprana de fallas o degradación. Con equipos de alta precisión (ASYLUM Research – Cypher ES), se contribuye a la innovación tecnológica en la economía circular del sector plástico.","This service performs Atomic Force Microscopy (AFM) tests for the morphological and nanomechanical analysis of polymers, enabling the evaluation of surface quality, roughness, adhesion, and the presence of contaminants. This technique supports the improvement of production processes, the development of more durable and sustainable materials, and the early detection of defects or degradation. Using high-precision equipment (ASYLUM Research – Cypher ES), the service contributes to technological innovation within the circular economy of the plastics sector.","Microscopía de Fuerza Atómica (AFM) (ASYLUM Research Modelo: Cypher ES)","Atomic Force Microscope (AFM) – ASYLUM Research, Model: Cypher ES","*Análisis morfológico y nano mecánico de polímeros
*Detección de degradación
*Evaluación de rugosidad y adhesión.
","*Morphological and nanomechanical analysis of polymers
*Degradation detection
*Evaluation of surface roughness and adhesion","https://drive.google.com/drive/folders/1OhoPFtB_WOwK_Tz7BF1eQnY-e2OG0ZdI?usp=sharing","*Partículas *Degradación *Superficie *Particles *Degradation *Surface","direccioninvestigacionytc@ucentral.edu.co"
"79",79,"Universidad Central","Espectroscopia infrarroja por transformada de Fourier (FTIR)","Fourier Transform Infrared Spectroscopy (FTIR)","Ensayo FTIR para caracterización y calidad de plásticos reciclados","FTIR Testing for Characterization and Quality Assessment of Recycled Plastics","El servicio realiza ensayos de Espectroscopía Infrarroja por Transformada de Fourier (FTIR) para la caracterización y control de calidad de plásticos reciclados. Permite identificar polímeros, contaminantes, aditivos y microplásticos, asegurando la pureza y homogeneidad de las muestras. Esta técnica apoya el desarrollo de recubrimientos y envases más duraderos, la reducción de defectos y el cumplimiento normativo ambiental, fortaleciendo la calidad del aprovechamiento de residuos plásticos como materia prima para nuevos procesos.","This service performs Fourier Transform Infrared Spectroscopy (FTIR) tests for the characterization and quality control of recycled plastics. It enables the identification of polymers, contaminants, additives, and microplastics, ensuring sample purity and homogeneity. This technique supports the development of more durable coatings and packaging, defect reduction, and compliance with environmental regulations, thereby strengthening the quality of plastic waste recovery as raw material for new production processes.","Espectroscopía Infrarroja por Transformada de Fourier (FTIR)
*Nicolet Summit FT-IR Rango de medición: 800–4000 cm⁻¹ Total de escaneos: 256 Intervalo de medición: 1 cm⁻¹","Fourier Transform Infrared Spectrometer (FTIR) – Nicolet Summit
Measurement range: 800–4000 cm⁻¹
Total scans: 256
Measurement interval: 1 cm⁻¹","*Identificación de polímeros, contaminantes, aditivos y micro plásticos
*Control de calidad de materiales reciclados.","*Identification of polymers, contaminants, additives, and microplastics
*Quality control of recycled materials","https://drive.google.com/drive/folders/1iDvdki6m0oR-pqWBfI3_TDRuFkQxjHlR?usp=sharing","*Grupos funcionales *Composición *Deterioro *Functional groups *Composition *Degradation","direccioninvestigacionytc@ucentral.edu.co"
"80",80,"Universidad Central","Dispersión dinámica de Luz (DLS)","Dynamic Light Scattering (DLS)","Ensayo de medición de partículas en polímeros","Particle Size Measurement Testing in Polymers","El servicio realiza ensayos de Dispersión Dinámica de Luz (DLS) para determinar el tamaño y la distribución de partículas, así como la estabilidad coloidal y el potencial zeta en polímeros, emulsiones o suspensiones. Esta técnica permite optimizar formulaciones, controlar procesos y desarrollar nanocompuestos, además de identificar contaminantes presentes en agua o efluentes asociados a la producción y posconsumo de plásticos, contribuyendo a la reducción de impactos ambientales y la mejora de la calidad del producto.","This service performs Dynamic Light Scattering (DLS) tests to determine particle size and distribution, as well as colloidal stability and zeta potential in polymers, emulsions, or suspensions. This technique enables formulation optimization, process control, and nanocomposite development, in addition to identifying contaminants present in water or effluents related to plastic production and post-consumer stages. It contributes to reducing environmental impacts and improving overall product quality.","Dispersión Dinámica de Luz (DLS) Malvern Zetasizer ZS90
Celda de poliestireno. Medición por triplicado, duración: 10 s.
Ángulo de medición: 90°
Temperatura: 25 °C (tiempo de equilibrio: 120 s)
Solvente: Agua","Dynamic Light Scattering (DLS) – Malvern Zetasizer ZS90
Polystyrene cell
Triplicate measurements, duration: 10 s each
Measurement angle: 90°
Temperature: 25 °C (equilibration time: 120 s)
Solvent: Water","*Determinación del tamaño y distribución de partículas
*Estabilidad coloidal y potencial zeta en emulsiones y suspensiones","*Determination of particle size and distribution
*Colloidal stability and zeta potential in emulsions and suspensions","https://drive.google.com/drive/folders/1rgyXcojU1CRLd1Esh1qAduIYM5CBNHU8?usp=sharing","*Partículas *Contaminantes *Material en Suspensión *Particles *Contaminants *Suspended matter","direccioninvestigacionytc@ucentral.edu.co"
